Microorganism,Culture_type,Pesticide,Evidence,Isolation_environment,Isolation_Location,Publication_Year,Enzyme,Enzyme_name_reported,Gene,Reference,Metabolite_or_product
Trichoderma harzianum,Individual strain,Lindane,Experimental evidence,Contaminated soil,Czech Republic,2019,Oxidoreductases,Superoxide dismutase,SOD,10.1007/s11356-019-05679-w,
Trichoderma harzianum,Individual strain,Lindane,Experimental evidence,Contaminated soil,Czech Republic,2019,Oxidoreductases,Catalase,CAT,10.1007/s11356-019-05679-w,
Trichoderma harzianum,Individual strain,Lindane,Experimental evidence,Contaminated soil,Czech Republic,2019,Transferases,Glutathione S-transferase,GST,10.1007/s11356-019-05679-w,
Penicillium griseofulvum,Individual strain,Lindane,Experimental evidence,Contaminated soil,Italy,2015,,,,10.1016/j.chemosphere.2015.05.074,
Sphingobium indicum B90A,Individual strain,Lindane,Experimental evidence,Rhizosphere soil,India,2021,,,"LinA, LinB, LinC, LinM, LinN",10.1007/s11356-021-13073-8,
Sphingomonas sp.,Individual strain,Lindane,Experimental evidence,Rhizosphere soil,Germany,2020,,,,10.1021/acs.est.9b07609,
Novosphingobium sp.,Individual strain,Lindane,Experimental evidence,Rhizosphere soil,Germany,2020,,,,10.1021/acs.est.9b07609,
Sphingobium indicum B90A,Individual strain,Lindane,Experimental evidence,Contaminated soil,India,2013,,,LinA,10.1021/es402197s,
Sphingobium japonicum UT26,Individual strain,Lindane,Experimental evidence,Contaminated soil,Japan,2013,,,LinA,10.1021/es402197s,
Sphingomonas sp.,Individual strain,Lindane,Experimental evidence,Agricultural soil,China,2018,,,"LinA, LinB",10.1016/j.envpol.2018.04.078,
Sphingobium sp.,Individual strain,Lindane,Experimental evidence,Agricultural soil,China,2018,,,"LinA, LinB",10.1016/j.envpol.2018.04.078,
Novosphingobium sp.,Individual strain,Lindane,Experimental evidence,Agricultural soil,China,2018,,,"LinA, LinB",10.1016/j.envpol.2018.04.078,
Brevibacillus parabrevis BCP-09,Individual strain,Deltamethrin,Experimental evidence,Contaminated soil,Not specified,2024,Hydrolases,Esterase-related hydrolases,,10.1016/j.chemosphere.2023.141100,
Nocardioides sp.,Individual strain,Deltamethrin,Experimental evidence,Agricultural soil,Not specified,2019,,,,10.1016/j.chemosphere.2019.01.004,
Sphingomonas sp.,Individual strain,Deltamethrin,Experimental evidence,Agricultural soil,Not specified,2019,,,,10.1016/j.chemosphere.2019.01.004,
Streptomyces aureus HP-S-01 (CCTCC M2010096),Individual strain,Deltamethrin,Experimental evidence,Activated sludge,China,2011,Hydrolases,Carboxylesterase,,10.1007/s00253-011-3136-3,
Acinetobacter junii LH-1-1,Individual strain,Deltamethrin,Experimental evidence,Contaminated soil,China,2020,Hydrolases,Esterase-related,,10.1186/s13568-020-01043-1,"3-phenoxybenzaldehyde; 1,2-benzenedicarboxylic butyl dacyl ester; Phenol"
Klebsiella pneumoniae BPBA052,Individual strain,Deltamethrin,Experimental evidence,Contaminated soil,China,2020,Hydrolases,Esterase-related,,10.1186/s13568-020-01043-1,"3-phenoxybenzaldehyde; 1,2-benzenedicarboxylic butyl dacyl ester; Phenol"
Paracoccus sp. P-2,Individual strain,Deltamethrin,Experimental evidence,Sediment,China,2020,,,,10.1016/j.chemosphere.2020.127162,
Lysinibacillus fusiformis ZJ6,Individual strain,Deltamethrin,Experimental evidence,Contaminated water,China,2018,Hydrolases,Putative esterases,,10.1007/s00284-018-1546-5,
Agrobacterium sp. Yw12,Individual strain,Parathion-Methyl,Experimental evidence,Activated sludge,China,2012,,,,10.1007/s10532-011-9490-0,
Burkholderia zhejiangensis strain CEIB S4-3,Individual strain,Parathion-Methyl,Experimental evidence,Agricultural soil,China,2017,Hydrolases,Organophosphate hydrolase,mpd,10.1007/s10532-017-9801-1,
Burkholderia zhejiangensis CEIB S4–3,Individual strain,Parathion-Methyl,Experimental evidence,Agricultural soil,China,2022,Hydrolases,Organophosphate hydrolases,mpd,10.1016/j.pestbp.2022.105197,
Burkholderia zhejiangensis CEIB S4–3,Individual strain,Parathion-Methyl,Experimental evidence,Agricultural soil,China,2022,Hydrolases,Esterases,,10.1016/j.pestbp.2022.105197,
Burkholderia zhejiangensis CEIB S5–2,Individual strain,Parathion-Methyl,Experimental evidence,Agricultural soil,Mexico,2021,Hydrolases,Hydrolases,opd,10.1007/s11356-021-13647-6,
Burkholderia zhejiangensis CEIB S5–2,Individual strain,Parathion-Methyl,Experimental evidence,Agricultural soil,Mexico,2021,Oxidoreductases,Oxidoreductases,,10.1007/s11356-021-13647-6,
Cupriavidus nantongensis X1ᵀ,Individual strain,Parathion-Methyl,Experimental evidence,Activated sludge,China,2019,Hydrolases,organophosphate hydrolase,opdB,10.1021/acs.jafc.9b06157,
Pseudomonas sp.(DLL-1),Individual strain,Parathion-Methyl,Experimental evidence,Agricultural soil,China,2002,Hydrolases,Parathion hydrolase,opd,DOI not available(Biodegradation of Parathion-methyl by Pseudomonas sp. (DLL-1) and Its Mechanism),
Sphingomonas paucimobilis UT26,Individual strain,Parathion-Methyl,Experimental evidence,Not specified,Japan,2014,Hydrolases,Organophosphorus hydrolase,opd,10.1007/s10646-014-1224-8,
Acinetobacter radioresistens USTB-04,Individual strain,Parathion-Methyl,Experimental evidence,Contaminated soil,China,2008,Hydrolases,Hydrolase,,10.1016/S1001-0742(07)60205-8,p-nitrophenol; dimethyl thiophosphate
Scytonema sp. BHUS-5,Individual strain,Parathion-Methyl,Experimental evidence,Water,India,2017,,,,10.1080/15226514.2017.1303807,
Escherichia coli DH5α (engineered),Individual strain,Parathion-Methyl,Enzymatic evidence,Laboratory strain,Not specified,2013,Hydrolases,Organophosphorus hydrolase,opd,10.1080/03601234.2013.761863,
Bacillus subtilis C5,Individual strain,Folpet,Experimental evidence,Marine sludge,China,2014,Hydrolases,Esterase B1,,10.1155/2014/863094,Folpet esterase hydrolysis products
Rhizopus stolonifer (isolate CCMI 1104),Individual strain,Folpet,Experimental evidence,Contaminated soil,Portugal,2013,,,,10.1007/s00244-013-9877-5,
Gongronella sp. (isolate CCMI 1100),Individual strain,Folpet,Experimental evidence,Contaminated soil,Portugal,2013,,,,10.1007/s00244-013-9877-5,
Stenotrophomonas sp. DDT-1,Individual strain,DDT,Experimental evidence,Contaminated soil,China,2016,Dehalogenases,Dehydrochlorinase,linl,10.1038/srep21332,
Stenotrophomonas sp. DDT-1,Individual strain,DDT,Experimental evidence,Contaminated soil,China,2016,Dioxygenase,Dioxygenase,,10.1038/srep21332,
Fusarium solani,Individual strain,DDT,Experimental evidence,Contaminated soil,India,2001,Dehalogenases,Dehalogenase,,10.1023/a:1013117406216,
Trichoderma hamatum FBL 587,Individual strain,DDT,Experimental evidence,Agricultural soil,Poland,2019,,,,10.1128/AEM.01720-19,
Rhizopus arrhizus FBL 578,Individual strain,DDT,Experimental evidence,Agricultural soil,Poland,2019,,,,10.1128/AEM.01720-19,
Ochrobactrum sp. DDT-2,Individual strain,DDT,Experimental evidence,Contaminated soil,China,2017,Dehalogenases,Dehydrochlorinase,,10.1016/j.scitotenv.2017.03.052,
Phlebia lindtneri GB-1027,Individual strain,DDT,Experimental evidence,Culture collection,Japan,2011,P450,Cytochrome P-450,,10.1007/s10532-010-9443-z,
Phlebia brevispora TMIC34596,Individual strain,DDT,Experimental evidence,Culture collection,Japan,2011,P450,Cytochrome P-450,,10.1007/s10532-010-9443-z,
Fomitopsis pinicola,Individual strain,DDT,Experimental evidence,Laboratory culture,Japan,2017,,,,10.1007/s00284-017-1286-y,
Bacillus subtilis,Individual strain,DDT,Experimental evidence,Laboratory culture,Japan,2017,,,,10.1007/s00284-017-1286-y,
Alcaligenes eutrophus A5,Individual strain,DDT,Experimental evidence,Contaminated soil,USA,1994,Dioxygenases,Dioxygenase,,10.1128/aem.60.1.51-55.1994,
Pseudomonas sp.,Individual strain,DDT,Experimental evidence,Contaminated soil,India,2003,Dioxygenases,Dioxygenase,,10.1007/s00284-003-4053-1,
Hydrogenomonas sp.,Individual strain,DDT,Experimental evidence,Sediment,USA,1972,Dehalogenases,Reductive dechlorinases (cell-free extracts),,10.1021/jf60182a045,
Arthrobacter sp.,Individual strain,DDT,Experimental evidence,Sediment,USA,1972,Dehalogenases,Reductive dechlorinases (cell-free extracts),,10.1021/jf60182a045,
Enterobacter cloacae,Individual strain,DDT,Experimental evidence,Contaminated soil,India,2021,,,,10.1177/11786361211024289,
Alcaligenes sp. DG-5,Individual strain,DDT,Experimental evidence,Contaminated soil,China,2011,Oxidoreductases,Oxygenase,,10.1080/03601234.2011.540534,
Phanerochaete chrysosporium ME-446,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Lignin peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Phanerochaete chrysosporium ME-446,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Manganese peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Phanerochaete chrysosporium BKM-F-1767,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Lignin peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Phanerochaete chrysosporium BKM-F-1767,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Manganese peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Pleurotus ostreatus,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Lignin peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Pleurotus ostreatus,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Manganese peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Phellinus weirii,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Lignin peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Phellinus weirii,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Manganese peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Polyporus versicolor,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Lignin peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Polyporus versicolor,Individual strain,DDT,Experimental evidence,Culture collection,USA,1987,Peroxidases,Manganese peroxidase,,10.1128/aem.53.9.2001-2008.1987,
Sphingobacterium sp. DDT-6,Individual strain,DDT,Experimental evidence,Agricultural soil,China,2010,Dioxygenases,Dioxygenase,,10.1016/j.jhazmat.2010.08.034,
Stenotrophomonas sp. DXZ9,Individual strain,DDT,Experimental evidence,Agricultural soil,China,2018,Dehalogenases,Dechlorination enzymes,,10.1007/s11356-018-1236-7,
Xerocomus chrysenteron,Individual strain,DDT,Experimental evidence,Soil,China,2013,Peroxidases,Ligninolytic enzymes,,10.1016/j.chemosphere.2013.04.002,
Acanthamoeba castellanii ATCC 30010,Individual strain,DDT,Experimental evidence,Soil,Argentina,1978,,,,10.1007/BF01685809,
Pleurotus ostreatus,Individual strain,DDT,Experimental evidence,Laboratory cultures,Indonesia,2017,Peroxidases,Ligninolytic enzymes,,10.4014/jmb.1701.01073,DDD; DDE; DDMU
Pseudomonas aeruginosa,Individual strain,DDT,Experimental evidence,Laboratory cultures,Indonesia,2017,Peroxidases,Ligninolytic enzymes,,10.4014/jmb.1701.01073,DDD; DDE; DDMU
Bacillus subtilis,Individual strain,DDT,Experimental evidence,Laboratory cultures,Indonesia,2017,Peroxidases,Ligninolytic enzymes,,10.4014/jmb.1701.01073,DDD; DDE; DDMU
Chryseobacterium sp. PYR2,Individual strain,DDT,Experimental evidence,Contaminated soil,China,2015,,,,10.1016/j.jenvman.2015.07.025,
Phanerochaete chrysosporium,Individual strain,DDT,Experimental evidence,Culture collection,China,2012,Peroxidases,Ligninolytic enzymes,,10.1016/j.biortech.2012.02.141,
Pseudoxanthomonas jiangsuensis waxT (DSM 22398T),Individual strain,DDT,Experimental evidence,Contaminated soil,China,2011,,,,10.1007/s00284-011-9925-1,
Pleurotus eryngii NBRC 32798,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2019,Peroxidases,Lignin peroxidase,,10.4014/jmb.1906.06030,
Pleurotus eryngii NBRC 32798,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2019,Oxidoreductases,Laccase,,10.4014/jmb.1906.06030,
Pleurotus eryngii NBRC 32798,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2019,Peroxidases,Manganese peroxidase,MnP,10.4014/jmb.1906.06030,
Ralstonia pickettii NBRC 102503,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2019,Peroxidases,Lignin peroxidase,,10.4014/jmb.1906.06030,
Ralstonia pickettii NBRC 102503,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2019,Oxidoreductases,Laccase,,10.4014/jmb.1906.06030,
Ralstonia pickettii NBRC 102503,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2019,Peroxidases,Manganese peroxidase,MnP,10.4014/jmb.1906.06030,
Fomitopsis pinicola NBRC 8705,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2020,Oxidoreductases,Oxidoreductase,,10.1016/j.heliyon.2020.e04027,
Fomitopsis pinicola NBRC 8705,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2020,Oxidoreductases,Laccase,,10.1016/j.heliyon.2020.e04027,
Ralstonia pickettii NBRC 102503,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2020,Oxidoreductases,Oxidoreductase,,10.1016/j.heliyon.2020.e04027,
Ralstonia pickettii NBRC 102503,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2020,Oxidoreductases,Laccase,,10.1016/j.heliyon.2020.e04027,
Bacillus subtilis,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2023,Oxidoreductases,Fenton-related enzymes,,10.1016/j.heliyon.2023.e18216,
Pseudomonas aeruginosa,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2023,Oxidoreductases,Fenton-related enzymes,,10.1016/j.heliyon.2023.e18216,
Ralstonia pickettii,Individual strain,DDT,Experimental evidence,Laboratory culture,Indonesia,2023,Oxidoreductases,Fenton-related enzymes,,10.1016/j.heliyon.2023.e18216,
Boletus edulis,Individual strain,DDT,Experimental evidence,Soil,China,2007,,,,10.1016/j.scitotenv.2007.04.023,
Gomphidius viscidus,Individual strain,DDT,Experimental evidence,Soil,China,2007,,,,10.1016/j.scitotenv.2007.04.023,
Laccaria bicolor,Individual strain,DDT,Experimental evidence,Soil,China,2007,,,,10.1016/j.scitotenv.2007.04.023,
Leccinum scabrum,Individual strain,DDT,Experimental evidence,Soil,China,2007,,,,10.1016/j.scitotenv.2007.04.023,
Rhodococcus sp. IITR03,Individual strain,DDT,Experimental evidence,Contaminated soil,India,2014,Dioxygenases,"Catechol 1,2-dioxygenase",catA (cat),10.1016/j.biortech.2014.06.007,
Aspergillus conicus,Individual strain,DDT,Experimental evidence,Not specified,USA,1985,Oxidoreductases,Oxygenases,,10.1128/aem.49.3.509-516.1985,
Aspergillus niger,Individual strain,DDT,Experimental evidence,Not specified,USA,1985,Oxidoreductases,Oxygenases,,10.1128/aem.49.3.509-516.1985,
Penicillium brefeldianum,Individual strain,DDT,Experimental evidence,Not specified,USA,1985,Oxidoreductases,Oxygenases,,10.1128/aem.49.3.509-516.1985,
Paracoccus sp. DDT-21,Individual strain,DDT,Experimental evidence,Seawater,Saudi Arabia,2021,,,,10.1016/j.chemosphere.2020.129474,
Sphingobacterium sp. D-6,Individual strain,DDT,Experimental evidence,Contaminated soil,China,2012,,,,10.1016/S1001-0742(11)60895-4,
Pseudomonas putida,Individual strain,DDT,Experimental evidence,Soil,USA,1970,Dioxygenases,Dioxygenase,,10.1128/aem.35.2.364-367.1978,
Clostridium sp. BXM,Individual strain,DDT,Experimental evidence,Agricultural soil,China,2012,,,,10.1016/j.envpol.2011.11.037,
Mucor alternans,Individual strain,DDT,Experimental evidence,Soil,USA,1971,,,,10.1139/m71-208,
Shewanella decolorationis S12,Individual strain,DDT,Experimental evidence,Sediment,China,2010,,,,10.1016/j.envpol.2009.11.020,
Pandoraea pnomenusa B356,Individual strain,DDT,Enzymatic evidence,Laboratory strain,Canada,2011,Dioxygenases,Biphenyl dioxygenase,bphA,10.1016/j.abb.2011.09.016,
Burkholderia xenovorans LB400,Individual strain,DDT,Enzymatic evidence,Laboratory strain,Canada,2011,Dioxygenases,Biphenyl dioxygenase,bphA,10.1016/j.abb.2011.09.016,
Alcaligenes denitrificans ITRC-4 (MTCC 3697),Individual strain,DDT,Experimental evidence,Contaminated soil,India,2003,Dioxygenase,Dioxygenase,,10.1007/s00284-002-3819-1,
Alcaligenes denitrificans ITRC-4 (MTCC 3697),Individual strain,DDT,Experimental evidence,Contaminated soil,India,2003,Dehalogenases,Reductive dechlorination,,10.1007/s00284-002-3819-1,
Pseudomonas sp.,Individual strain,DDT,Experimental evidence,Sewage,USA,1976,Oxidoreductases,Oxygenase,,10.1128/aem.32.2.213-216.1976,
Lysinibacillus fusiformis,Individual strain,DDT,Experimental evidence,Contaminated soil,Mexico,2021,,,,10.1007/s12223-020-00848-8,
Bacillus mycoides,Individual strain,DDT,Experimental evidence,Contaminated soil,Mexico,2021,,,,10.1007/s12223-020-00848-8,
Bacillus pumilus,Individual strain,DDT,Experimental evidence,Contaminated soil,Mexico,2021,,,,10.1007/s12223-020-00848-8,
Bacillus cereus,Individual strain,DDT,Experimental evidence,Contaminated soil,Mexico,2021,,,,10.1007/s12223-020-00848-8,
Enzyme study (non-microbial),Individual strain,DDT,Enzymatic evidence,Enzyme study (non-microbial),USA,1970,Oxidoreductases,Alcohol dehydrogenase,ADH,10.1126/science.168.3931.582.a,
Sphingobium japonicum UT26,Individual strain,DDT,Enzymatic evidence,Contaminated soil,Japan,2024,Dehalogenases,γ-HCH dehydrochlorinase,linA,10.1093/bbb/zbad141,
Pseudomonas putida T5,Individual strain,DDT,Enzymatic evidence,Soil,India,2012,Dehalogenases,DDT-dehydrohalogenase,,10.1080/10826068.2011.563639,
Pseudomonas spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,USA,1988,,,,10.1128/aem.54.6.1414-1419.1988,
Flavobacterium spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,USA,2023,,,,10.1128/aem.54.6.1414-1419.1988,
Pseudomonas aeruginosa S07,Individual strain,Carbofuran,Experimental evidence,Contaminated soil,India,2023,,,,10.1007/s11356-023-30466-z,
Paracoccus sp. YM3,Individual strain,Carbofuran,Experimental evidence,Contaminated soil,China,2008,,,,10.1080/03601230802234492,
Pseudomonas sp. NJ-101,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,India,2004,,,,10.1016/S0378-1097(03)00894-2,
Azospirillum lipoferum,Individual strain,Carbofuran,Experimental evidence,Soil,India,1984,,,,No DOI ( Degradation of carbofuran byAzospirillum lipoferum andStreptomyces spp. isolated from flooded alluvial soil.),
Streptomyces spp.,Individual strain,Carbofuran,Experimental evidence,Soil,India,1984,,,,No DOI ( Degradation of carbofuran byAzospirillum lipoferum andStreptomyces spp. isolated from flooded alluvial soil.),
Enterobacter sp. LC368285,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,Bangladesh,2020,,,,10.1002/jobm.201900570,
Enterobacter sp. BRC05,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,Malaysia,2020,,,,10.3390/molecules25122771,
Chryseobacterium sp. BSC2-3,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2022,,,,10.3390/metabo12030219,
Sphingomonas sp. SB5,Individual strain,Carbofuran,Experimental evidence,Contaminated soil,Korea,2004,,,,10.1021/jf035502l,
Arthrobacter sp.,Individual strain,Carbofuran,Experimental evidence,Contaminated soil,India,1988,,,,10.1128/aem.54.8.2129-2133.1988,
Sphingomonas sp. CF06,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,USA,1977,Hydrolases,Carbofuran hydrolase,"mcd (hydrolase); catA, xylE probed",10.1128/aem.63.4.1332-1337.1997,
Sphingomonas sp. CDS-1,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2018,Hydrolases,Hydrolase,cehA,10.1128/AEM.00805-18,
Sphingomonas sp. CDS-1,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2018,Monooxygenases,FMN/FAD-dependent monooxygenase,cfdC,10.1128/AEM.00805-18,
Sphingbium sp. CFD-1,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2020,Hydrolases,Carbofuran hydrolase,cehA,10.1016/j.ecoenv.2019.109938,
Pseudomonas sp. 50432,Individual strain,Carbofuran,Experimental evidence,Soil,USA,2002,Monooxygenases,Hydroxylase,,10.1016/S0378-1097(02)00851-0,
Pseudomonas sp. 50432,Individual strain,Carbofuran,Experimental evidence,Soil,USA,2002,Hydrolases,Hydrolase,,10.1016/S0378-1097(02)00851-0,
Burkholderia cepacia PCL3,Individual strain,Carbofuran,Experimental evidence,Rhizosphere soil,Thailand,2011,Hydrolases,Carbamate hydrolase,,10.1016/j.nbt.2011.04.005,
Sphingomonas sp. CFO6,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,USA,2000,Hydrolases,Carbofuran hydrolase,mcd-like,10.1016/S0168-6496(00)00024-6,
Achromobacter sp. WM111,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,USA,1989,Hydrolases,Carbofuran hydrolase,mcd,10.1128/jb.171.7.4038-4044.1989,Carbofuran phenol
Sphingobium sp. CFD-1,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2022,Hydrolases,Carbofuran hydrolase,CehA,10.1128/aem.01024-22,
Sphingobium sp. CFD-1,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2022,Monooxygenases,FMN/FAD-dependent monooxygenase,CfdC,10.1128/aem.01024-22,
Sphingobium sp. CFD-1,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2022,Dioxygenase,Dioxygenase,CfdE,10.1128/aem.01024-22,
Sphingobium sp. CFD-1,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2022,Oxidoreductases,Oxidoreductases,CfdF,10.1128/aem.01024-22,
Pseudomonas putida KT2440,Individual strain,Carbofuran,Experimental evidence,Engineered strain,China,2016,Hydrolases,Carbofuran hydrolase,mcd,10.1111/1751-7915.12381,
Novosphingobium sp. KN65.2,Individual strain,Carbofuran,Experimental evidence,Engineered strain,Vietnam,2014,Monooxygenases,FMN/FAD-dependent monooxygenase,cfdC,10.1007/s00253-014-5858-5,
Novosphingobium sp. KN65.2,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,Vietnam,2014,Dioxygenase,Dioxygenase,CfdE,10.1007/s00253-014-5858-5,
Novosphingobium sp. KN65.2,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,Vietnam,2014,Monooxygenase,Monooxygenase,cfdI,10.1007/s00253-014-5858-5,
Pseudomonas putida GM,Individual strain,Carbofuran,Experimental evidence,Engineered microorganism,China,2007,Hydrolases,Carbofuran hydrolase,mcd,10.1007/s10532-006-9075-5,
Pseudomonas stutzeri PS21,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,China,2023,,,,10.1016/j.envres.2023.115894,
Bacillus spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,Kenya,2015,,,,10.1080/03601234.2015.1011965,
Sphingomonas spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soils,USA,2002,Hydrolases,Carbofuran hydrolase,mcd,10.4014/jmb.1108.08087,
Pseudomonas spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soils,USA,2002,Hydrolases,Carbofuran hydrolase,mcd,10.4014/jmb.1108.08087,
Pseudomonas spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soils,India,2000,Hydrolases,Carbamate hydrolase (functional),,10.1046/j.1472-765x.2000.00823.x,
Flavobacterium spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soils,India,2000,Hydrolases,Carbamate hydrolase (functional),,10.1046/j.1472-765x.2000.00823.x,
Arthrobacter spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soils,India,2000,Hydrolases,Carbamate hydrolase (functional),,10.1046/j.1472-765x.2000.00823.x,
Sphingomonas spp.,Individual strain,Carbofuran,Experimental evidence,Agricultural soil,USA,2000,Hydrolases,Carbofuran hydrolase,mcd-like genes,10.1016/S0168-6496(00)00092-1,
Agrobacterium radiobacter,Individual strain,Malathion,Enzymatic evidence,Not specified,Not specified,2014,Hydrolases,Phosphotriesterase (PTEAr),pte (engineered variants),10.1371/journal.pone.0094177,
Fusarium oxysporum f. sp. Pisi,Individual strain,Malathion,Experimental evidence,Plant-associated fungus,South Korea,2005,,,,10.1016/j.chemosphere.2005.02.023,
Brevibacillus sp. KB2,Individual strain,Malathion,Experimental evidence,Contaminated soil,India,2012,Hydrolases,Carboxylesterase,,10.1007/s11274-011-0916-y,
Bacillus cereus PU,Individual strain,Malathion,Experimental evidence,Contaminated soil,India,2012,Hydrolases,Carboxylesterase,,10.1007/s11274-011-0916-y,
Micrococcus aloeverae MAGK3,Individual strain,Malathion,Experimental evidence,Agricultural soil,India,2022,,,,10.1007/s00203-022-03106-2,
Pseudomonas sp. M-3,Individual strain,Malathion,Enzymatic evidence,water,India,1989,Hydrolases,Carboxylesterase,,10.1007/BF01701627,
Rossellomorea marisflavi DL-A,Individual strain,Malathion,Experimental evidence,water,USA,2025,Hydrolases,Carboxylesterase,D1CarE5,10.1128/mra.00220-25,
Alicyclobacillus tengchongensis,Individual strain,Malathion,Experimental evidence,Hot spring,China,2013,,,,10.1007/s10529-013-1195-5,Malathion monoacid and diacid derivatives
Pseudomonas aeruginosa AA112,Individual strain,Malathion,Experimental evidence,Agricultural soil,Egypt,2007,,,,10.1556/AMicr.54.2007.3.3,
Ochrobactrum sp. M1D,Individual strain,Malathion,Experimental evidence,Agricultural soil,India,2021,,,,10.1111/lam.13517,
Aspergillus niger,Individual strain,Malathion,Experimental evidence,Soil,Egypt,1972,,,,10.1515/znb-1972-0944,
Penicillium notatum,Individual strain,Malathion,Experimental evidence,Soil,Egypt,1972,,,,10.1515/znb-1972-0944,
Rhizoctonia solani,Individual strain,Malathion,Experimental evidence,Soil,Egypt,1972,,,,10.1515/znb-1972-0944,
Bacillus sp. AGM5,Individual strain,Malathion,Experimental evidence,Contaminated soil,India,2022,,,,10.1007/s10532-022-09986-x,
Pseudomonas putida (IS2),Individual strain,Malathion,Experimental evidence,Agricultural soil,Egypt,2010,Hydrolases,Carboxylesterase,CE (carboxylesterase gene),10.1007/s10532-010-9350-3,
Lysinibacillus sp. KB1,Individual strain,Malathion,Experimental evidence,Contaminated soil,India,2012,Hydrolases,Esterase,,10.1007/s10529-011-0837-8,
Chroococcus sp.,Individual strain,Malathion,Experimental evidence,water,Mexico,2018,,,,10.1080/03601234.2018.1505070,
Acinetobacter spp.,Individual strain,Malathion,Experimental evidence,Agricultural soil,Egypt,2015,,,,10.1002/jobm.201300220,
Bacillus spp.,Individual strain,Malathion,Experimental evidence,Wastewater,Egypt,2015,,,,10.1002/jobm.201300220,
Pseudidiomarina homiensis FG2,Individual strain,Malathion,Experimental evidence,Hydrothermal sediment,Western Pacific Ocean,2022,Hydrolases,Carboxylesterase,Multiple CE genes,10.3390/microorganisms10091797,
Pseudidiomarina sp. CB1,Individual strain,Malathion,Experimental evidence,Hydrothermal sediment,Western Pacific Ocean,2022,Hydrolases,Carboxylesterase,Multiple CE genes,10.3390/microorganisms10091797,
Aspergillus flavus,Individual strain,Malathion,Experimental evidence,Water,Egypt,2020,,,,10.1007/s11274-020-02869-4,
Trichoderma viride,Individual strain,Malathion,Experimental evidence,Agricultural soil,USA,1966,Hydrolases,Carboxylesterase,,10.1126/science.153.3741.1278,
