pesticide,evidence_source,pdf_file,probable_title,doi,year,microorganism,evidence_type,gene,enzyme_or_protein,substrate,products_or_metabolites,experimental_method,database_use_recommendation,curator_notes,curation_folder
Thiamethoxam,PDF automated candidate; manual validation required,"Translocation, residues and risk assessment of thiamethoxam applied by root irrigation in tomato plant ecosystems.pdf","Translocation, residues and risk assessment of",10.1002/jsfa.11371; 10.1002/ps.365,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,Treatment of Four Stored-Grain Pests with Thiamethoxam plus Chlorantraniliprole Enhanced Impact on Different Types of Grain Commodities and Surfaces..pdf,Treatment of Four Stored-Grain Pests with Thiamethoxam plus,10.3390/insects14070619,2023,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Thiamethoxam,PDF automated candidate; manual validation required,"Uptake and translocation of imidacloprid, thiamethoxam and difenoconazole in rice plants..pdf",Environmental Pollution 226 (2017) 479e485,10.1016/j.envpol.2017.04.043,2017,,candidate_gene/enzyme_plus_pathway,,,Thiamethoxam,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707
Triazophos,PDF automated candidate; manual validation required,A Comprehensive Review of Multifunctional Nanozymes for Degradation and Detection of Organophosphorus Pesticides in the Environment..pdf,A Comprehensive Review of Multifunctional Nanozymes for,10.3390/toxics; 10.3390/toxics12120926,2025,,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,A review on WO3 photocatalysis used for wastewater treatment and pesticide degradation.pdf,Contents lists available at ScienceDirect,10.1002/anie.200802207; 10.1002/pssa.201700218,2025,,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,A sensitive fluorometric bio-barcodes immunoassay for detection of triazophos residue in agricultural products and water samples by iterative cycles of DNA-RNA hybridization and dissociation of fluorophores by Ribonuclease.pdf,Science of the Total Environment 717 (2020) 137268,10.1002/chem.201102060; 10.1007/s12161,2020,,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,"Adsorption and degradation of triazophos, chlorpyrifos and their main hydrolytic metabolites in paddy soil from Chaohu Lake, China..pdf",Contents lists available at ScienceDirect,10.1016/j.jenvman.2011.04.009,2011,B-14 and its use; C2A1. J. Hazard. Mater; Dsp-2; GS-1; GS-1 and its degrading; GS-1 for the bioremediation,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,An alkaline phosphatase from Bacillus amyloliquefaciens YP6 of new application in biodegradation of five broad-spectrum organophosphorus pesticides..pdf,"Pesticides, Food Contaminants, and Agricultural Wastes",10.1002/jobm.201500336; 10.1007/BF02932098,2019,B. amyloliquefaciens YP6 was; Burkholderia sp. FDS-1 and; C2A1. J. from YP6; ML-1. Arch. Biol. Sci; Stenotrophomonas sp; YP6,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Bacilli-Mediated Degradation of Xenobiotic Compounds and Heavy Metals..pdf,published: 09 October 2020,10.1002/9780470054581.eib063; 10.1002/biof.5520140132,2021,A. rzi. BioMed. Res; AK1 and Lysinibacillus sp; AK2. J. Hazard. recent; B-1 degraded cinnamic acid; BFN; Bacilli-Mediated Degradation of SanPS1,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,"Biodegradation mechanism of 1H-1,2,4-triazole by a newly isolated strain Shinella sp. NJUST26..pdf",www.nature.com/scientificreports,10.1038/srep29675,2016,Ch06; NJUST26 appeared ivory white; NJUST26 capable of utilizing; NJUST26 was constructed from; NJUST26 was designated as; NJUST26 was inoculated in,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,"Biodegradation of nitenpyram (neonicotinoid insecticide) by endophytic bacterium, iBacillus thuringiensisi strain NIT-2, isolated from neonicotinoid-treated plant samples..pdf",DOI: 10.1584/jpestics.D24-002,10.1007/698_2022_853; 10.1007/s10646-012-0863-x,2024,DF-1; DF-1 through the removal; DF-1.30; HPLC; NIT-2; NIT-2 101 Fig. 6,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,"Cloning, expression and mutation of a triazophos hydrolase gene from Burkholderia sp. SZL-1..pdf","FEMS Microbiology Letters Advance Access published April 19, 2016",,2016,E6. Strain TPD-1 could; FLN-7 that hydrolyzes amide; G1 could degrade 34; GS-1 and its degrading; GS-1 could degrade 100; Klebsiella sp E6 effectively,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Combined treatment approaches based on ultrasound for removal of triazophos from wastewater..pdf,Ultrasonics Sonochemistry 40 (2018) 89–96,10.1016/j.ultsonch.2017.02.019,2018,,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Contribution of insect gut microbiota and their associated enzymes in insect physiology and biodegradation of pesticides..pdf,PUBLISHED 14 September 2022,10.1001/archneurol; 10.1001/jamaneurol.2013.6030,2022,CF-BD. In the presence; CL4 has that are; IM-2. J. Agric. Food; Klebsiella concentrations; Rhodococcus sp. BCH2 and; across several agricultural and,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Development of a one-step immunoassay for triazophos using camel single-domain antibody-alkaline phosphatase fusion protein..pdf,Anal Bioanal Chem. Author manuscript; available in PMC 2020 April 13.,10.1007/s00216-018-01563-7,2020,VHHs from phage libraries,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Effect of intensifying additives on the degradation of thiamethoxam using ultrasound cavitation..pdf,Ultrasonics - Sonochemistry 70 (2021) 105310,10.1016/j.ultsonch.2020.105310,2021,,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Effects of Ca2+ and fulvic acids on atrazine degradation by nano-TiO2 Performances and mechanisms.pdf,www.nature.com/scientificreports,10.1007/s13762-018-2148-2; 10.1038/s41598-018-38358-w,2019,ADP. Environmental Engineering Science,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Efficient Knocking Out of the Organophosphorus Insecticides Degradation Gene iopdBi in iCupriavidus nantongensisi X1supTsup via CRISPRiCas9i with Red System..pdf,Molecular Sciences,10.3390/ijms24066003,2023,CNP-8; CNP-8. Front. Microbiol. 2017; CRISPR; Cupriavidus necator N-1. J; H1130; ST-14 and Construction of,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Enhanced efficiency and stability in the degradation of triazophosphorus pesticides by Alsub6subSisub2subOsub13subWOsub2.72sub nanocomposites through synergistic action of S-scheme heterojunction and oxygen vacancies..pdf,Contents lists available at ScienceDirect,10.1002/adma.202107668; 10.1002/jctb.7091,2025,,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,"Environmental Occurrence, Toxicity Concerns, and Degradation of Diazinon Using a Microbial System..pdf",published: 01 November 2021,10.1002/etc.4249; 10.1002/jobm.201300576,2021,ADA-23B Bacterium Soil-straw; Apergillus 7; B-14 and its use; B-L is different from; C2; Cladosporium cladosporioides Hu-01. PLoS,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Hydrolytic products and kinetics of triazophos in buffered and alkaline solutions with different values of pH..pdf,"5404 J. Agric. Food Chem. 2004, 52, 5404−5411",10.1021/jf049441i,2004,,candidate_pathway/metabolite,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Identification and degradation characteristics of Bacillus cereus strain WD-2 isolated from prochloraz-manganese-contaminated soils..pdf,Identification and degradation characteristics,10.1002/ps.2780100605; 10.1007/s11356-011-0472-x,2019,Bacillus pumilus W1. Ann; PUPCCC 64 and its; PUPCCC 64. Environ Sci; Through repeated separation and; WD-2; WD-2 Growth curves of,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Identification of the biochemical degradation pathway of triazophos and its intermediate in Diaphorobacter sp. TPD-1.pdf,Curr Microbiol (2011) 62:1294–1301,10.1007/s00284-010-9746-7; 10.1007/s00284-010-9859-z,2011,Diaphorobacter sp. TPD-1 was; Diaphorobacter triazophos or PHT; Dsp-2; During the triazophos biodegradation; E6; GS-1 and its degrading,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Insights into the Toxicity and Degradation Mechanisms of Imidacloprid Via Physicochemical and Microbial Approaches..pdf,Insights into the Toxicity and Degradation,10.3390/toxics8030065,2020,BHC1 degrades 78; Bacillus subtilis BSF01 and; Brevibacterium aureum and its; CF2; CW3 from wastewater sludge; MK6 from an Egyptian,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,"Isolation and characterization of organophosphorus phosphatases from iBacillus thuringiensisi MB497 capable of degrading Chlorpyrifos, Triazophos and Dimethoate..pdf",Contents lists available at ScienceDirect,10.1016/j.heliyon.2020.e04221,2020,BSAR-1 for bio; Bacillus thuringiensis MB497; Bacillus thuringiensis MB497 was; MB497; MB497 as analyzed by; MB497 at different incubation,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Isolation of a triazophos-degrading strain Klebsiella sp. E6 effectively utilizing triazophos as sole nitrogen source..pdf,FEMS Microbiology Letters 253 (2005) 259–265,10.1016/j.femsle.2005.09.044,2005,E6; E6 TAP. Based on; E6 at di; E6 by a standard; E6 could not utilize; E6 degraded TAP the,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,"Isolation, identification and characterization of a novel triazophos-degrading Bacillus sp. (TAP-1)..pdf",Microbiological Research 167 (2012) 299–305,10.1016/j.micres.2011.10.004,2022,ANctcri1; B-5. J Biosci Bioeng; B230; Bacillus sp. TAP-1 was; Barik S; CCGE2286,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Kinetics and products of photo-Fenton degradation of triazophos..pdf,"7614 J. Agric. Food Chem. 2004, 52, 7614−7620",10.1021/jf048731w,2013,,candidate_pathway/metabolite,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
Triazophos,PDF automated candidate; manual validation required,Mechanisms of oxidative response during biodegradation of malathion by S. oneidensis MR-1..pdf,Environmental Science and Pollution Research (2024) 31:16832–16845,10.1007/s11356-024-32283-4,2024,FO-36bT; KCTC; MAGK3; Ml-1. Arch Biol Sci; Oxidative stress measurement Conservation; Scytonema sp. BHUS-5. via,candidate_gene/enzyme_plus_pathway,,,Triazophos,,,Review against paper before integration,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707
