pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Thiamethoxam,Influence of Tree Size and Application Rate on Expression of Thiamethoxam in Citrus and Its Efficacy Against Diaphorina citri (Hemiptera Liviidae)..pdf,Advance Access Publication Date: 20 February 2018,10.1093/jee/toy001,2016; 2017; 2018; 2025,Na Slope; was reared in continuous,19,13,22,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,61,10,3,2,0,0,0,"et al. 2010, Rogers 2012). Residual activity of Materials and Methods insecticides applied to the soil are likely influenced by factors such as soil type, application volume, irrigation, tree age and size, and envir- Insecticide Application and Citrus Leaf Sampling onmental conditions such as rainfall. Moreover, neonicotinoid insec- A two-season field study was conducted during 2016 and 2017 to ticides metabolize into various analytes, though the effect of any one determine the concentration of thiamethoxam and resulting metabresulting metabolite on D. citri mortality is unknown (Byrne et al. olites in citrus leaves over time following application of Platinum 2017). For example, thiamethoxam metabolizes into clothianidin 75SG to the soil, based on application rate and tree size. We also (Nauen et al. 2003) and clothianidin further metabolizes into TZNG determined the influence of thiamet",167,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Combined treatment approaches based on ultrasound for removal of triazophos from wastewater..pdf,Ultrasonics Sonochemistry 40 (2018) 89–96,10.1016/j.ultsonch.2017.02.019,2015; 2016; 2017; 2018,,166,8,30,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,66,39,6,13,4,0,0,"ale, Parag R. Gogate ⇑ Chemical Engineering Department, Institute of Chemical Technology, Matunga, Mumbai 40019, India a r t i c l e i n f o a b s t r a c t Article history: Pesticides have been the major contributors to the growth of agricultural productivity, but the wide Received 18 October 2016 spread use in the fields and discharge from the manufacturing industries have also contributed to enviReceived in revised form 13 February 2017 ronmental concerns. In the present work, degradation of triazophos (O,O-diethyl-O-(1-phenyl-1H-1,2,4Accepted 14 February 2017 triazol-3-yl) phosphorothioate) as a model pollutant has been investigated using high volume continuous Available online 15 February 2017 ultrasonic flow cell for the first time. Effect of power dissipation and initial pH on the extent of triazophos degradation using acoustic cavitation has been investigated initially. Under the",167,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Hydrolytic products and kinetics of triazophos in buffered and alkaline solutions with different values of pH..pdf,"5404 J. Agric. Food Chem. 2004, 52, 5404−5411",10.1021/jf049441i,2000; 2001; 2002; 2004,,64,0,60,candidate_pathway/metabolite,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,66,19,6,0,0,0,0,"5404 J. Agric. Food Chem. 2004, 52, 5404−5411 Hydrolytic Products and Kinetics of Triazophos in Buffered and Alkaline Solutions with Different Values of pH LIN KUNDE, YUAN DONGXING,* DENG YONGZHI, AND CHEN MENG Key Laboratory of Marine Environmental Science, Ministry of Education, Environmental Science Research Center, Xiamen University, Xiamen 361005, China The hydrolysis of triazophos was studied in buffered solutions in the range of pH 4-10 and in sodium hydroxide solutions with pH values up to 12. The results showed that the degradation of triazophos in the above solutions followed",167,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Triazophos-induced toxicity in zebrafish miRNA-217 inhibits nup43.pdf,Toxicology Research,10.1039/c8tx00065d,2014; 2015; 2016; 2018,,4,70,11,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,50,4,6,33,2,0,0,"a number of pathophysiological conditions in was treated by the removal of chlorine, solid granule-filtering, female rats, with increased severity at high doses.29 Triazophos and by a disinfection system. Fish were fed twice daily with was likely a risk to the early development of the minnow freshly hatched brine shrimp and were not fed in the last 24 h Gobiocypris rarus, which is helpful in better understanding the before the experiment. The human embryonic kidney cell line toxicity induced by triazophos in fish embryos and larvae.30 293T was obtained from Zhejiang University, Hangzhou, The mechanisms for the stimulation of reproduction induced China. The zebrafish embryo ZF4 cell line was donated by by pesticides are indicated by increases in the protein and Hangzhou Hibio Biotech, Zhejiang, China. RNA content of the ovary and fat body of adult females.31 Triazophos has a long half-lif",166,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Comparison of linuron degradation in the presence of pesticide mixtures in soil under laboratory conditions..pdf,Environ Monit Assess (2013) 185:8109–8114,10.1007/s10661-013-3158-7,2007; 2009; 2012; 2013,,18,0,5,candidate_pathway/metabolite,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,19,11,9,0,1,0,0,"of linuron degradation in the presence of pesticide mixtures in soil under laboratory conditions Maria Swarcewicz & Andrzej Gregorczyk & Justyna Sobczak Received: 14 June 2012 / Accepted: 28 February 2013 / Published online: 23 March 2013 # The Author(s) 2013. This article is published with open access at Springerlink.com Abstract It is widely recognised that complex interac- from 59 to 62 days, respectively. Other mixtures with tions occur between chemicals in mixtures. In many chlorothalonil, thiamethoxam and clothianidin did not agricultural situations, the use of tank mixes and com- have any effect. In order to compare linuron degradation plex spray programs is a common practice. Insecticides, rates in soils, a single first-order model and expanded fungicides and a herbicide being applied in potato pro- statistical analysis were used. tection were used in this research. Interactions",165,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Insight into the effect of microplastics on the adsorption and degradation behavior of thiamethoxam in agricultural soils..pdf,Contents lists available at ScienceDirect,10.1016/j.chemosphere.2023.139262,2020; 2021; 2022; 2023,,36,10,5,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,130,30,2,5,1,0,0,"Chemosphere 337 (2023) 139262 Contents lists available at ScienceDirect Chemosphere journal homepage: www.elsevier.com/locate/chemosphere Insight into the effect of microplastics on the adsorption and degradation behavior of thiamethoxam in agricultural soils Mingfeng Hu a, Lulu Huang b, Ya Wang a, Huihua Tan b, Xiangyang Yu a, b, * a Jiangsu Key Laboratory for Food Quality and Safety-State Key Laboratory Cultivation Base of Ministry of Science and Technology, Institute of Food Safety and Nutrition, Jiangsu Academy of Agricultural Sciences, 50 Zhongling Street, Nanjing, 210014, China b Guangxi Key Laboratory of Agric-Environment and Agric-products Safety, National Demonstration Center for Experimental Plant Science Education, C",165,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Microbial Technologies Employed for Biodegradation of Neonicotinoids in the Agroecosystem..pdf,published: 02 December 2021,10.1002/bit.25136; 10.1002/clen.201200563; 10.1002/etc.4842; 10.1002/ps.4570,2018; 2019; 2020; 2021,AAP-1 from to investigate; AAP-1 isolated from soil; AAP-1. that actively participate; D-2 Grow in laboratory; D-2 by using of; D-2 uses a novel,421,137,135,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,34,30,30,13,5,0,0,"cant cause for the colony collapse disorder within the predators and concern due to their toxicity and persistence in the ecological pollinators, especially bees (Woodcock et al., 2017). Mitchell et al. system and human health. Recently, Menon et al. (2021) (2017) found that due to the imprudent use of neonicotinoids proposed a study about the perseverance of different types of (acetamiprid, clothianidin, imidacloprid thiacloprid, and neonicotinoids in the water soil systems of the paddy fields thiamethoxam), the habitat of pollinators and the quality of in the Cauvery delta region, South India. This study revealed honey were severely affected. Around the globe, 198 honey that the neonicotinoids are less persistent in the water soil samples were analyzed, among 75% contained at least one class systems, and they are readily exposed to photolysis and undergo of neonicotinoid, while 45% con",165,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Vinclozolin,Fungicides and photochemistry photodegradation of the dicarboximide fungicide vinclozolin..pdf,"3088 J. Agrk Food Chem. 1995,43,3088-3092",,1990; 1991; 1994; 1995,,37,0,64,candidate_pathway/metabolite,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Vinclozolin/PesticideDB_curation_Vinclozolin_20260707,54,31,17,0,1,0,0,"3088 J. Agrk Food Chem. 1995,43,3088-3092 Fungicides and Photochemistry: Photodegradation of the Dicarboximide Fungicide Vinclozolin Wolfgang Schwack,*J Frank Walker, and Beate Bourgeois Institute of Food Chemistry, University of Karlsruhe, Kaiserstrasse 12, D-76128 Karlsruhe, Germany To examine the potential of the fungicide vinclozolin to undergo photochemical reactions on plant surfaces, model experiments (A =- 280 nm) were performed in various organic solvents simulating the plant cuticle environment. On irradiation in 2-propanol and n-propanol vinclozolin was completely degraded within 1h, but the degradation was substa",165,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Penthiopyrad,Peer review of the pesticide risk assessment for the active substance penthiopyrad in light of confirmatory data submitted..pdf,CONCLUSION ON PESTICIDE PEER REVIEW,10.2903/j.efsa.2008.622; 10.2903/j.efsa.2013.3111; 10.2903/j.efsa.2016.1072; 10.2903/j.efsa.2021.6810,2016; 2021; 2022; 2025,,155,7,112,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Penthiopyrad/PesticideDB_curation_Penthiopyrad_20260707,73,29,6,3,2,0,0,".efsa.europa.eu/efsajournal 2 EFSA Journal 2022;20(1):7037 18314732, 2022, 1, Downloaded from https://efsa.onlinelibrary.wiley.com/doi/10.2903/j.efsa.2022.7037 by Saru Gurung - Sun Moon University , Wiley Online Library on [10/06/2025]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License Peer review of the pesticide risk assessment of the active substance penthiopyrad Summary Penthiopyrad has been approved under Regulation (EC) No 1107/2009 on 1 May 2014 by Commission Implementing Regulation (EU) No 1187/2013. EFSA previously ﬁnalised a conclusion on this active substance on 11 April 2013 (EFSA, 2013). It was a speciﬁc provision of the approval that the applicant was required to submit to the European Commission further data on 1) the non-relevance",163,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Sorption and degradation of neonicotinoid insecticides in tropical soils.pdf,"Pesticides, Food Contaminants, and Agricultural Wastes",10.1002/cem.705; 10.1002/ps.1776; 10.1002/ps.328; 10.1007/s00128,2014; 2015; 2017; 2018,,32,12,10,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,33,6,1,9,1,0,0,"ust 2017 intensive application of these insecticides, knowledge of their fate in the Ghanaian and sub-Saharan Accepted 2 April 2018 African environment remains low. This study examined the behavior of neonicotinoids in soils from cocoa KEYWORDS plantations in Ghana by estimating their sorption and degradation using established kinetic models and Neonicotinoids; tropical soil; isotherms. Studies of sorption were conducted using the batch equilibrium method on imidacloprid, sorption; persistence; thiamethoxam, clothianidin, acetamiprid and thiacloprid, while degradation of imidacloprid, dissipation; degradation thiamethoxam and their respective deuterated counterparts was studied using models proposed by the European forum for coordination of pesticide fate and their use (FOCUS). Analytes were extracted using the quick, easy, cheap, effective, rugged and safe (QuEChERS) procedure and quant",163,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
