pesticide,pdf_file,probable_title,doi_candidates,year_candidates,candidate_microorganisms_or_strains,biodegradation_term_hits,molecular_term_hits,pathway_term_hits,automated_evidence_signal,review_decision,review_notes,curation_folder,pesticide_mentions,pesticide_degradation_contexts,microbial_contexts_near_pesticide,gene_enzyme_contexts_near_pesticide,abiotic_or_irrelevant_flags,title_has_pesticide,title_has_degradation_term,best_pesticide_context,review_score,review_priority,recommended_review_action,likely_database_use
Thiamethoxam,"Dissipation of neonicotinoid insecticides imidacloprid, indoxacarb and thiamethoxam on pomegranate (Punica granatum L.)..pdf",Ecotoxicology and Environmental Safety 171 (2019) 130–137,10.1016/j.ecoenv.2018.12.070,2016; 2017; 2018; 2019,,14,1,12,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,58,7,3,0,1,0,0,"ring the same cropping season. The QuEChERS analytical method in conjunction with LC-MS/MS Indoxacarb was validated to analyse the insecticides on pomegranate fruits with peel (whole fruit), without peel (aril) and in Liquid chromatography mass spectrometry (LC the field soil. The method performance was satisfactory with the limit of quantification (LOQ) of 0.005 mg/kg MS/MS) Pomegranate which was below the maximum residue limits (MRLs) in pomegranate for the 3 compounds. A first order reaction Thiamethoxam kinetics was observed for the three insecticides with the half -life of degradation of 8–11.1 days for imidacloprid; 7.4–8.4 days for indoxacarb and 9.8–14.2 days for thiamethoxam. Though the insecticides are systemic in nature, the residues in the edible pomegranate aril were always < LOQ. The maximum residue levels of imi dacloprid on pomegranate was less than its MRL of 1 mg/kg, so",120,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Triazophos,Triazophos (TAP) removal in horizontal subsurface flow constructed wetlands (HSCWs) and its accumulation in plants and substrates..pdf,www.nature.com/scientificreports,10.1038/s41598-017-05874-0,2015; 2016; 2017; 2018,,23,7,11,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Triazophos/PesticideDB_curation_Triazophos_20260707,14,3,4,5,2,0,0,"8–45 (2014). 22. Zarate, F. M., Schulwitz, S. E., Stevens, K. J. & Venables, B. J. Bioconcentration of triclosan, methyl-triclosan, and triclocarban in the plants and sediments of a constructed wetland. Chemosphere 88, 323–329 (2012). 23. Verlicchi, P. & Zambello, E. How efficient are constructed wetlands in removing pharmaceuticals from untreated and treated urban wastewaters? A review. Sci. Total Environ. 470, 1281–1306 (2014). 24. Lin, K. D. & Yuan, D. X. Degradation kinetics and products of triazophos in intertidal sediment. J. Environ. Sci. 17, 933–936 (2005). 25. Briggs, G. G., Bromilow, R. H. & Evans, A. A. Relationships between lipophilicity and root uptake and translocation of non-ionised chemicals by barley. Pestic. Sci. 13, 495–504 (1982). 26. Xiao, H. P., Cheng, S. P. & Wu, Z. B. Microbial community variation in phytoremediation of triazophos by Canna indica Linn. in a hydrop",118,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Abamectin,Soil fumigation alters adsorption and degradation behavior of pesticides in soil..pdf,Environmental Pollution 246 (2019) 264e273,10.1002/ps.4911; 10.1016/j.envpol.2018.12.003; 10.1371/journal.pone.0188245,2015; 2016; 2018; 2019,,36,4,7,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Abamectin/PesticideDB_curation_Abamectin_20260707,21,7,2,0,1,0,0,"groundwater in fumigated soil. The effect on soil pesticide adsorption in different types of chloropicrin (CP) fumigated soils was also examined. We observed that the equilibrium adsorption (qe) decreased signiﬁcantly at 24 h. Soil fumiKeywords: Chloropicrin gation decreased the Freundlich Kf and Kfoc values, and increased the Freundlich exponent 1/n values, for Adsorption isotherms pesticides in fumigated Beijing soil. Soil fumigation inﬂuenced the Kf of pendimethalin, oxyﬂuorfen and Kinetics abamectin the most, which themselves had a larger Kf in untreated soil. This indicated that the greater Groundwater pollution the soil pesticide adsorption the greater the inﬂuence of a fumigation treatment on that pesticide. The Kf Degradation was decreased more in the Heilongjiang and Beijing CP-fumigated soils that had high organic carbon content compared to Hunan soil. Fumigation of the soil w",115,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Assessing the effectiveness of imidacloprid and thiamethoxam via root irrigation against Megalurothrips usitatus (Thysanoptera Thripidae) and its residual effects on cowpea..pdf,https://doi.org/10.1093/jee/toad166,10.1002/jsfa.9074; 10.1002/ps.4152; 10.1007/s10340-022-01579-0; 10.1007/s10661-013-3536-1,2021; 2022; 2023; 2025,,6,6,11,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,65,3,1,3,0,0,0,"sampled cowpea plants in each replicate within and protecting all parts of the crop, and then acting as neurotoxins each treatment at different growth stages were counted and statisagainst pests, they have been widely applied on seeds and roots of tically analyzed. In order to ensure the accuracy of counting, the various crops for pest control (Goulson 2013). A recent study has re- leaves or flowers with thrips were removed and packed into a sealed ported the efficacy of foliar applications of thiamethoxam mixed with bag and brought back to the laboratory for calculation. adjuvants on M. usitatus and its degradation dynamics and residues Plant and soil samples were randomly collected from each of on cowpea. Adding adjuvants can significantly improve efficacy but the blocks, with 3 cowpea plants collected for each treatment. Five does not affect the residual dynamics (0.121–0.223 mg/kg a",114,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,Transcriptomic analysis of Malpighian tubules from the stingless bee Melipona scutellaris reveals thiamethoxam-induced damages..pdf,Science of the Total Environment 850 (2022) 158086,10.1002/jemt.22199; 10.1002/tox.21842; 10.1007/s00018-019-03200-7; 10.1007/s00294-008-0203-0.Expression,2019; 2020; 2021; 2022,,11,252,37,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,22,1,5,15,3,0,0,"a strategy Differentially gene expressed to reveal mechanisms of how bees deal with these stressors. To date, no molecular techniques have been applied for the Excretion organ Neonicotinoid evaluation of target and/or non-target organs in stingless bees, such as the Malpighian tubules (Mt). Therefore, in the Sublethal effects present study, we evaluated the differentially expressed genes (DEGs) in the Mt of M. scutellaris after one and eight days of exposure to LC50/100 (0.000543 ng a.i./μL) of thiamethoxam (TMX). Through functional annotation analysis of four transcriptome libraries, the time course line approach revealed 237 DEGs (nine clusters) associated with carbon/ energy metabolism and cellular processes (lysosomes, autophagy, and glycan degradation). The expression proﬁles of Mt were altered by TMX in processes, such as detoxiﬁcation, excretion, tissue regeneration, oxidative str",114,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Context-Dependent Effect of Dietary Phytochemicals on Honey Bees Exposed to a Pesticide, Thiamethoxam..pdf",https://doi.org/10.1093/jisesa/ieab053,10.1093/jisesa/ieab053,2018; 2019; 2020; 2021,,11,11,9,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,20,2,2,3,0,0,0,"Journal of Insect Science, (2021) 21(4): 11; 1–8 https://doi.org/10.1093/jisesa/ieab053 Research Context-Dependent Effect of Dietary Phytochemicals on Honey Bees Exposed to a Pesticide, Thiamethoxam Arathi H. S. (Arathi Seshadri),1,3, and Elisa Bernklau2 1 Invasive Species and Pollinator Health Unit, USDA ARS/WRRC, Davis, CA, 95616, USA. 2Colorado State University, Department of Agricultural Biology, Fort Collins, CO, 80523, USA, and 3Corresponding author, e-mail: arathi.seshadri@usda.gov Subject Editor: Margarita Lopez-Uribe Received 8 March 2021; Editorial decision 14 July 2021 Abstract Honey bees continue to face challenges relating to the degradation of natural flowering habitats that",113,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiamethoxam,"Modeling photodegradation kinetics of three systemic neonicotinoids-dinotefuran, imidacloprid, and thiamethoxam-in aqueous and soil environment..pdf","Environmental Toxicology and Chemistry, Vol. 35, No. 7, pp. 1718–1726, 2016",10.1002/etc.3335,2014; 2015; 2016; 2017,,163,9,25,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiamethoxam/PesticideDB_curation_Thiamethoxam_20260707,49,35,1,4,3,0,0,"Environmental Toxicology and Chemistry, Vol. 35, No. 7, pp. 1718–1726, 2016 # 2015 SETAC Printed in the USA MODELING PHOTODEGRADATION KINETICS OF THREE SYSTEMIC NEONICOTINOIDS— DINOTEFURAN, IMIDACLOPRID, AND THIAMETHOXAM—IN AQUEOUS AND SOIL ENVIRONMENT SUDARSHAN KURWADKAR,*y AMANDA EVANS,z DUSTAN DEWINNE,x PETER WHITE,k and FORREST MITCHELL# yDepartment of Civil and Environmental Engineering, California State University, Fullerton, California, USA zDepartment of Chemistry and Biochemistry, California State University, Fullerton, California, USA xConsulting Environmental Engineers, Stephenville, Texas, USA kDepartment of Mathematics, Tarleton State University, Stephenville, Texas, USA #Texas A&M AgriLife Researc",113,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Pymetrozine,Self-Cleaning-Mediated SERS Chip Coupled Chemometric Algorithms for Detection and Photocatalytic Degradation of Pesticides in Food..pdf,pubs.acs.org/JAFC Article,10.1021/acs.jafc.0c06513,2018; 2019; 2020; 2021,,10,9,1,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Pymetrozine/PesticideDB_curation_Pymetrozine_20260707,32,4,6,6,4,0,0,"Chen* Cite This: J. Agric. Food Chem. 2021, 69, 1667−1674 Read Online ACCESS Metrics & More Article Recommendations * sı Supporting Information Downloaded via UNIV OF CALIFORNIA SANTA BARBARA on May 16, 2021 at 11:40:26 (UTC). ABSTRACT: Pesticide residues in food have been a grave concern to consumers. Herein, we have developed a dual-mode SERS chip using Cu2O mesoporous spheres decorated with Ag nanoparticles (MCu2O@Ag NPs) as both sensing and degradation/ clearing unit for rapid detection of pymetrozine and thiram pesticides in tea samples. Three kinds of chemometric algorithms were comparatively applied to analyze the collected SERS spectra of pesticides. In comparison, random frog-partial least squares achieved the best performance with root mean square error of prediction and residual predictive deviation values of 0.9871, 6.17, and 0.9873, 6.64 for pymetrozine and thiram, respecti",111,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Thiophanate-Methyl,Degradation of 3-phenoxybenzoic acid by a Bacillus sp..pdf,Degradation of 3-Phenoxybenzoic Acid by a Bacillus sp,10.1371/journal.pone.0050456.g001; 10.1371/journal.pone.0050456.g002; 10.1371/journal.pone.0050456.g003; 10.1371/journal.pone.0050456.g004,2010; 2011; 2012; 2014,Cladosporium cladosporioides Hu-01. PLoS; DG-; DG- In the current; DG- evidence of a; DG-02; DG-02 After five rounds,230,25,67,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Thiophanate-Methyl/PesticideDB_curation_Thiophanate_Methyl_20260707,3,3,3,2,0,0,1,"strain, designated DG-02, was successfully isolated from the soil with a high efficiency in degrading 3-PBA. 16S rRNA gene sequencing and the physio-biochemical characteristics strongly suggested that strain DG-02 belongs to the Bacillus genus. As far as we know, there is no any information concerning the 3-PBA degradation by bacterial strains belonging to the Bacillus genus. Although Bacillus bacteria have been found to degrade a wide range of different xenobiotic aromatic compounds, including thiophanate-methyl [41], cypermethrin [43], chlorpyrifos [44], and 4-chloro-2-nitrophenol [45], our current results firstly describe Figure 5. The proposed pathway for the 3-PBA degradation by the biodegradation of 3-PBA by this genus bacteria and definitely strain DG-02. I, oxidization; II, phenyl ether cleavage. expand this list. It is thus becoming evident that Bacillus sp. is doi:10.1371/journ",110,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
Mandipropamid,"The enantioselective environmental fate of mandipropamid in water-sediment microcosms Distribution, degradation, degradation pathways and toxicity assessment..pdf",Science of the Total Environment 891 (2023) 164650,10.1002/ps.5052; 10.1002/ps.6389; 10.1002/ps.7388; 10.1002/saj2.20221,2020; 2021; 2022; 2023,,131,6,92,candidate_gene/enzyme_plus_pathway,,,/Volumes/WENTBROKE/Pesticide degradation database/pesticidepdf/Mandipropamid/PesticideDB_curation_Mandipropamid_20260707,11,6,8,1,4,0,0,"Science of the Total Environment 891 (2023) 164650 Contents lists available at ScienceDirect Science of the Total Environment journal homepage: www.elsevier.com/locate/scitotenv The enantioselective environmental fate of mandipropamid in watersediment microcosms: Distribution, degradation, degradation pathways and toxicity assessment Jing Zhang, Yanhong Li, Yuting Tan, Yu Zhang, Rui Li, Liangliang Zhou, Minghua Wang ⁎ Department of Pesticide Science, College of Plant Protection, Nanjing Agricultural University, State & Local Joint Engineering Research Center of Green Pesticide Invention and Application, Nanjing 210095, China H I G H L I G H T S G R A P H I C A L A B S T R A C T • R-MDP was preferentially degraded in lake wat",109,High,Review first: likely useful for pathway/protein evidence extraction.,Pesticide-specific microbial degradation candidate
